course_id,subject,order_index
203,How to represent information as data,1
203,How to focus each part of your program on a single task,2
203,How to use examples and tests to clarify what your program should do,3
203,How to simplify the structure of your program using common patterns,4
203,Recognize and represent more complicated information,5
204,How to apply advanced formulas and conditional logic.,1
204,How to analyze and report on data frequently.,2
204,Automating complex or repetitive tasks.,3
204,"How to perform advanced data analysis, collaborate on workbooks with other users, and automate workbook functionality.",4
204,Protecting your workbooks.,5
204,Performing Formula Audits and Data Validation.,6
204,Creating Macros and usingVisual Basic.,7
204,How to use Advanced Charting Techniques to build professional dashboards.,8
206,Gain an understanding of how Entrepreneurial Thoughtand Action® may be applied to opportunities of all kinds including new ventures as well as innovation within existing organizations.,1
206,"Understand the fundamental concepts and analytical tools that help assess opportunities and develop entrepreneurial ventures, and how these concepts and tools may be applied to real world business situations and opportunities.",2
206,Learn and use a methodology to develop and assess new opportunities that are the critical first step in moving an idea from concept to launch and implementation.,3
206,"Develop, define and clearly communicate a new business concept or initiative in an efficient, effective and compelling manner.",4
207,How to break a company down into its main components and activities,1
207,How disruption happens in an industry,2
207,The basics of industry competitive dynamics,3
207,Basic financial statement literacy,4
207,How different business functions work and integrate,5
208,Finding good stories,1
208,Targeting what audiences want in a story,2
208,Building the dramatic arc,3
208,Using The “Ice Road Trucker” effect,4
208,Designing story structures,5
208,Locking the conflict,6
208,Establishing key elements,7
208,Eliminating rabbit trails,8
208,Strategizing delivery,9
208,Ending your story,10
209,Explain the difference between the two main types of machine learning methods: supervised and unsupervised,1
209,"Describe Supervised learning algorithms, including classification and regression",2
209,"Describe Unsupervised learning algorithms, including Clustering and Dimensionality Reduction",3
209,Explain how statistical modelling relates to machine learning and how to compare them,4
209,Discuss real-life examples of the different ways machine learning affects society,5
209,Build a prediction model using classification,6
211,Understand and apply the important analytical approaches and frameworks that underlie the domain of corporate strategy,1
211,"Appreciate how multi-business firms create and appropriate value through diversification, vertical integration, strategic alliances, mergers & acquisitions and globalization.",2
211,Learn how to manage (a) a diversified company; (b) outsourcing; (c) alliances; (d) post-merger integration and (e) a multinational firm.,3
212,Cómo empezar a trabajar con Excel y realizar las operaciones básicas,1
212,A manejar los formatos de Excel y a presentar resultados,2
212,A utilizar los gráficos de Excel,3
212,Qué familias de funciones tienes disponibles en Excel,4
212,A manejar las tablas de datos,5
213,How to identify the four main sectors of an economy and understand the key linkages among them,1
213,"How to read, interpret, and analyze macroeconomic data",2
213,How to identify macroeconomic imbalances,3
213,How to retrieve data for your own country and analyze it,4
218,Define the scope of personal financial planning and understand its impact,1
218,Utilize the SMART financial planning method,2
218,Make progress toward your financial goals and avoid common mistakes,3
218,Evaluate the services of financial planning professionals,4
218,Classify assets and liabilities,5
218,Use a formula to determine net worth,6
218,"Prepare and use financial statements, including budgets",7
218,Account for rates of return and opportunity cost,8
218,Determine the present value of single and multiple cash flows,9
218,"Review taxation basics including filing, deductions, exemptions, credits, and audits",10
218,Understand options to defer or avoid taxes legally and responsibly,11
218,Get ahead in a low interest rate environment,12
218,Deepen your understanding of how money impacts your personal satisfaction,13
219,"Common psychological disorders including anxiety, mood disorders and Schizophrenia",1
219,Treatments for psychological disorders,2
219,How stress affects us and how we cope,3
219,Theories about personality and intelligence,4
219,What normal ageing is,5
223,Matrix algebra notation,1
223,Matrix algebra operations,2
223,Application of matrix algebra to data analysis,3
223,Linear models,4
223,Brief introduction to the QR decomposition,5
224,Knowledge of structure and function of human cells and tissues.,1
224,Understanding of basic human anatomy and physiology.,2
224,Preparation for study of health sciences and careers in health. *,3
225,"Learn to identify paintings by the artists covered in the course, and recognize characteristics of art of this time period.",1
225,Learn about the variety of ways in which a work of art can be interpreted.,2
225,Acquire the tools to develop a critical spirit and a personal point of view with regards to the history of art.,3
225,Become familiar with the language and concepts necessary to understand the history of art and to continue studying it in the future.,4
225,Learn to use a knowledge of art history to make sense of life and your experience in the world.,5
226,How the rise of the Chinese Communist Party came about.,1
226,What changed under the People’s Republic under Mao Zedong.,2
226,What China’s reopening and reform in the 1970s meant for the country.,3
226,"About the cultural, intellectual, political, economic changes in this period.",4
228,CS50's Introduction to Computer ScienceHarvardX,1
228,Course,2
228,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
228,Executive Education,4
228,Supply Chain DesignMITx,5
228,Course,6
228,Data Structures & Algorithms IVGTx,7
228,Course,8
228,Exercising Leadership: Foundational PrinciplesHarvardX,9
228,Course,10
228,Learn Software Engineering,11
228,Learn Blockchain,12
228,Learn Computer Programming,13
228,Learn Architecture,14
228,Learn Project Management,15
228,Learn Business Administration,16
228,Become a Cybersecurity Analyst,17
228,Become a Data Scientist,18
228,Become a Social Media Manager,19
228,Become a Software Developer,20
230,Explain what data engineering is and the responsibilities and skillsets of a Data Engineer.,1
230,List tasks that need to be performed in a typical data engineering lifecycle.,2
230,Identify the different layers of a data platform's architecture and the key tasks performed in each layer.,3
230,Describe different learning paths that can lead you to a career in data engineering.,4
230,"Explain what big data is, how it impacts the collection, monitoring, storage, analysis, and reporting of data, and list some big data processing tools.",5
231,Industry and competitive analysis,1
231,Resource and competency analysis,2
231,Analysing strategy across corporate and business levels,3
232,Clearly define what project management is all about,1
232,Gain an understanding of systems value delivery,2
232,Learn about the different roles and functions of a project,3
232,Review the internal and external factors that impact projects,4
232,Discover the integration of products and product management with project management.,5
233,"Connections between linear transformations, matrices, and systems of linear equations",1
233,Partitioned matrices and characteristics of special matrices,2
233,Algorithms for matrix computations and solving systems of equations,3
233,"Vector spaces, subspaces, and characterizations of linear independence",4
233,"Orthogonality, linear least-squares, eigenvalues and eigenvectors",5
242,How the first centralized bureaucratic empire was created.,1
242,How the foreign religion of Buddhism gained prominence.,2
242,The dynamics of political systems and changing state-society relations.,3
242,How religion functions as a historical phenomenon.,4
242,How to develop your own approaches to history and gain a critical appreciation of China’s many resources.,5
242,How to express ideas clearly and confidently.,6
243,How to examine Japanese books and scrolls,1
243,"Different types of bindings, scroll formats, printing techniques, and basic terminology",2
243,Different approaches to visual and textual storytelling,3
243,"Short stories and epic tales— plots, characters, and illustrative devices",4
243,How to analyze and appreciate illustrated narratives,5
244,How we influence each other,1
244,Why we sometimes hurt other people,2
244,How we think about ourselves and others,3
244,How we communicate non-verbally,4
244,Why people behave pro-socially,5
244,Where prejudice and stereotypes come from,6
246,Mathematical Distance,1
246,Dimension Reduction,2
246,Singular Value Decomposition and Principal Component Analysis,3
246,Multiple Dimensional Scaling Plots,4
246,Factor Analysis,5
246,Dealing with Batch Effects,6
246,Clustering,7
246,Basic Machine Learning Concepts,8
247,How to build a non-trivial software system using an agile approach in a pair or team,1
247,Techniques for specifying the functional and non-functional aspects of a software system,2
247,Techniques for designing and testing a software system,3
247,The role of refactoring in building a quality system,4
248,How control structures can affect how other lines of code run.,1
248,"Conditionals, including if, else-if, and else, for complex reasoning.",2
248,"Loops, including for loops, for-each loops, and while loops for repeated behaviors.",3
248,"Functions, for encapsulating code into reusable chunks.",4
248,"Error handling, for anticipating and resolving expected errors.",5
250,Religious and philosophical insights conveyed in Hindu texts,1
250,How scriptures are interpreted to diverse ends in different historical contexts,2
250,Sensitive appreciation of world religions,3
251,Cultural traditions that are revered in China today.,1
251,How to interpret Chinese philosophical texts.,2
251,How to analyze and appreciate masterpieces of Chinese literature.,3
251,How to see the “individual voice” in visual works.,4
252,CS50's Introduction to Computer ScienceHarvardX,1
252,Course,2
252,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
252,Executive Education,4
252,Supply Chain DesignMITx,5
252,Course,6
252,Data Structures & Algorithms IVGTx,7
252,Course,8
252,Exercising Leadership: Foundational PrinciplesHarvardX,9
252,Course,10
252,Learn Software Engineering,11
252,Learn Blockchain,12
252,Learn Computer Programming,13
252,Learn Architecture,14
252,Learn Project Management,15
252,Learn Business Administration,16
252,Become a Cybersecurity Analyst,17
252,Become a Data Scientist,18
252,Become a Social Media Manager,19
252,Become a Software Developer,20
253,Relaciona la inteligencia artificial en la situación actual de los negocios.,1
253,Emplea elementos y conceptos de la inteligencia artificial en ejercicios prácticos.,2
253,Experimenta herramientas de inteligencia artificial para soluciones en procesos de negocio.,3
254,Understand the roles and responsibilities of being a construction manager,1
254,Distinguish the principal characteristics that define the construction management industry.,2
254,Differentiate between the major sectors of construction projects.,3
254,Current trends within the construction industry.,4
254,Differentiate between the roles and responsibilities of key construction participants.,5
254,Appraise the basic models for organizing project teams.,6
254,Describe the principal tasks in the life cycle of a project.,7
254,Various construction jobs and their individual career path,8
254,Differences between general contractors and construction managers,9
254,"Understand the role of civil engineers, other engineers, and the architect in the construction process *",10
255,"Develop a critical stance on Othello and its protagonist, the “Moor of Venice,” through the central motif of storytelling.",1
255,"Use primary sources, including sixteenth-century accounts of Africa and nineteenth- and twentieth-century performance artifacts, to evaluate the play in multiple historical contexts.",2
255,"Looking at adaptations of the play from the nineteenth century to the present, evaluate Othello as a platform for conversations about race, gender, class, and nationality.",3
256,How aerospace structures are designed and why particular choices are made,1
256,Which materials are used and the reasons for using them,2
256,How to explain loads and stresses aerospace structures have to withstand,3
256,How aircraft and spacecraft are manufactured,4
256,The safety philosophies that are used in aerospace structural design and how they affect design choices,5
256,How to create preliminary design solutions for structural design problems,6
257,Learn Software Engineering,1
257,Learn Blockchain,2
257,Learn Computer Programming,3
257,Learn Architecture,4
257,Learn Project Management,5
257,Learn Business Administration,6
257,Become a Cybersecurity Analyst,7
257,Become a Data Scientist,8
257,Become a Social Media Manager,9
257,Become a Software Developer,10
257,Become a Software Engineer,11
257,Bachelor's in Business,12
257,Bachelor's in Computer Science / Data Science,13
257,Bachelor's in Health and Nursing,14
257,Bachelor's in Accounting,15
260,CS50's Introduction to Computer ScienceHarvardX,1
260,Course,2
260,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
260,Executive Education,4
260,Supply Chain DesignMITx,5
260,Course,6
260,Data Structures & Algorithms IVGTx,7
260,Course,8
260,Exercising Leadership: Foundational PrinciplesHarvardX,9
260,Course,10
260,Learn Software Engineering,11
260,Learn Blockchain,12
260,Learn Computer Programming,13
260,Learn Architecture,14
260,Learn Project Management,15
260,Learn Business Administration,16
260,Become a Cybersecurity Analyst,17
260,Become a Data Scientist,18
260,Become a Social Media Manager,19
260,Become a Software Developer,20
261,"How to analyze potential output and calculate output gaps, identify expenditure composition of growth, measure inflation, and assess sources of inflation",1
261,How to assess the stance of monetary and fiscal policy and interpret financial sector soundness and risk indicators,2
261,"How to analyze public and external debt sustainability, analyze the external position, and evaluate possible exchange rate misalignment",3
261,"How to assess the medium–term prospects of the economy including the sustainability of public and external debt, and identify impediments to long–term growth",4
263,Advanced derivatives pricing approaches adaptable to valuing new products,1
263,The many ways to shape risk exposure with derivatives,2
263,Important facts about the world’s largest financial markets,3
265,Explore personal and professional histories and assumptions in relationship to Indigenous peoples histories and worldviews,1
265,Deepen understanding and knowledge of colonial histories and current realities of Indigenous people,2
265,Engage with Indigenous worldviews and perspectives that contextualize and support your understanding of the theories and practices of Indigenous education,3
265,"Develop strategies that contribute to the enhancement of Indigenous-settler relations in schools, organizations, and communities",4
265,Explore Indigenous worldviews and learning approaches for their application to the classroom or community learning setting,5
265,Engage in personal and professional discussions in an online environment with others committed to understanding and advancing reconciliation,6
266,"Five essential characteristics of Mandarin Chinese: tones, pinyin, grammar, characters, and basic structures",1
266,Greater insight into Chinese culture,2
266,Essential and practical communication skills,3
266,A solid start toward masteringMandarin for business,4
266,"Build your confidence to communicate effectively with colleagues, clients, and friends in Chinese",5
267,"The personal, social, and professional advantages of happiness at work",1
267,How to identify barriers and pitfalls to achieving happiness at work,2
267,"A series of research-backed, practical ways to boost happiness at work",3
267,Strategies for evaluating levels of happiness within an organization,4
269,CS50's Introduction to Computer ScienceHarvardX,1
269,Course,2
269,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
269,Executive Education,4
269,Supply Chain DesignMITx,5
269,Course,6
269,Data Structures & Algorithms IVGTx,7
269,Course,8
269,Exercising Leadership: Foundational PrinciplesHarvardX,9
269,Course,10
269,circular economy,11
269,DelftX: Circular Economy: An Introduction,12
269,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
269,Show off your hard work and dedicationYou’re learning fromDelftX! That’s a big deal. Let others know about your achievements.,14
269,Unlimited Access,15
269,World class institutions,16
269,Graded assessments,17
269,Earn a certificate,18
269,Access Expires Jul 8,19
269,Learn Software Engineering,20
273,"Define positive psychology, well-being, and happiness.",1
273,Discuss simple ways to increase happiness and well-being.,2
273,Explain how earlier psychological research fostered the development of positive psychology.,3
273,Describe the research of the psychologists who founded positive psychology.,4
273,Discuss the major criticisms of positive psychology.,5
273,Identify the factors that affect subjective well-being.,6
273,Discuss how positive psychology is used in interventions.,7
273,Describe how well-being is measured across different societies and countries.,8
273,Discuss cultural differences in desired levels of happiness.,9
273,Explain how policy informs the factors that affect well-being.,10
273,Discuss the factors that determine when individuals help others in need.,11
273,List the steps involved in decisions to help.,12
273,Describe ways to increase helping behavior.,13
275,"Describe the fundamental principles of drug action, including: basic pharmacokinetics, basic pharmacodynamics and receptor binding.",1
275,"Analyze the process of drug development , including the involvement of regulatory agencies.",2
275,"Demonstrate knowledge of major drug classes, including therapeutic uses, mechanism of action and various routes of drug administration.",3
275,Differentiate the common side effects associated with major therapeutic drug classes and how they may impact patient care.,4
275,Construct an evaluation of a recently approved FDA medication.,5
275,Compute basic and advanced dosage calculation problems.,6
275,Differentiate the various responsibilities of healthcare providers in the prescribing and administration of medications.,7
275,Design a therapeutic treatment plan for a patient with a commonly treated disease state or disorder.,8
276,Access data within a wide range of formats from spreadsheets and text files.,1
276,"Produce professional-quality visualizations for 2-D, 3-D, geographic, text, and time-series data.",2
276,Perform typical analysis tasks such as group statistics or processing data.,3
276,Create animations to visualize changes over time.,4
276,Share work with colleagues for collaboration.,5
278,CS50's Introduction to Computer ScienceHarvardX,1
278,Course,2
278,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
278,Executive Education,4
278,Supply Chain DesignMITx,5
278,Course,6
278,Data Structures & Algorithms IVGTx,7
278,Course,8
278,Exercising Leadership: Foundational PrinciplesHarvardX,9
278,Course,10
278,Learn Software Engineering,11
278,Learn Blockchain,12
278,Learn Computer Programming,13
278,Learn Architecture,14
278,Learn Project Management,15
278,Learn Business Administration,16
278,Become a Cybersecurity Analyst,17
278,Become a Data Scientist,18
278,Become a Social Media Manager,19
278,Become a Software Developer,20
279,How to use a relational database,1
279,How to query data and shape results,2
279,How to write advanced queries and analytic functions,3
279,How to create and modify data in tables,4
280,The scenarios of industrial robotics and advanced robotics,1
280,"The fundamentals of kinematics, differential kinematics and statics",2
280,The Jacobian and its properties,3
280,The inverse kinematics algorithms,4
280,The equations of motion of robot manipulators,5
281,CS50's Introduction to Computer ScienceHarvardX,1
281,Course,2
281,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
281,Executive Education,4
281,Supply Chain DesignMITx,5
281,Course,6
281,Data Structures & Algorithms IVGTx,7
281,Course,8
281,Exercising Leadership: Foundational PrinciplesHarvardX,9
281,Course,10
281,information security,11
281,EC-Council: Ethical Hacking Essentials (EHE),12
281,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
281,Show off your hard work and dedicationYou’re learning fromEC-Council! That’s a big deal. Let others know about your achievements.,14
281,It facilitates your entry into the world of information security,15
281,It provides a professional understanding of the concepts of information security,16
281,It provides best practices to improve organizational security posture,17
281,It enhances your skills as a Security Specialist and increases your employability,18
281,Unlimited Access,19
281,World class institutions,20
282,to understand the basic tenets of academic writing,1
282,to identify the different genres and the expectations of each one,2
282,to overcome writer's block,3
282,to structure your ideas cohesively,4
282,to write reader-friendly sentences,5
282,to use appropriate tone to gain credibility,6
282,to avoid plagiarism and,7
282,to ensure your text respects the rules of general punctuation in English.,8
283,CS50's Introduction to Computer ScienceHarvardX,1
283,Course,2
283,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
283,Executive Education,4
283,Supply Chain DesignMITx,5
283,Course,6
283,Data Structures & Algorithms IVGTx,7
283,Course,8
283,Exercising Leadership: Foundational PrinciplesHarvardX,9
283,Course,10
283,Learn Software Engineering,11
283,Learn Blockchain,12
283,Learn Computer Programming,13
283,Learn Architecture,14
283,Learn Project Management,15
283,Learn Business Administration,16
283,Become a Cybersecurity Analyst,17
283,Become a Data Scientist,18
283,Become a Social Media Manager,19
283,Become a Software Developer,20
284,CS50's Introduction to Computer ScienceHarvardX,1
284,Course,2
284,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
284,Executive Education,4
284,Supply Chain DesignMITx,5
284,Course,6
284,Data Structures & Algorithms IVGTx,7
284,Course,8
284,Exercising Leadership: Foundational PrinciplesHarvardX,9
284,Course,10
284,counterterrorism,11
284,StanfordOnline: The Threat of Nuclear Terrorism,12
284,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
284,Show off your hard work and dedicationYou’re learning fromStanfordOnline! That’s a big deal. Let others know about your achievements.,14
284,Unlimited Access,15
284,World class institutions,16
284,Graded assessments,17
284,Earn a certificate,18
284,Access Expires Jun 24,19
284,Learn Software Engineering,20
285,Engage with industry professionals like an experienced practitioner.,1
285,Expand your knowledge of the various financial institutions.,2
285,Learn the industry jargon.,3
285,Find your professional fit.,4
285,Elevate your EQ.,5
289,Learn Software Engineering,1
289,Learn Blockchain,2
289,Learn Computer Programming,3
289,Learn Architecture,4
289,Learn Project Management,5
289,Learn Business Administration,6
289,Become a Cybersecurity Analyst,7
289,Become a Data Scientist,8
289,Become a Social Media Manager,9
289,Become a Software Developer,10
289,Become a Software Engineer,11
289,Bachelor's in Business,12
289,Bachelor's in Computer Science / Data Science,13
289,Bachelor's in Health and Nursing,14
289,Bachelor's in Accounting,15
291,What happens in the brain when we learn.,1
291,"What psychological studies have taught us about learning & memory, and their limits.",2
291,"How the brain changes throughout infancy, childhood & adolescence.",3
291,How we can use this understanding to improve teaching and learning,4
291,What teaching methods are supported by the science,5
291,How best to understand and support neurodiverse students,6
293,CS50's Introduction to Computer ScienceHarvardX,1
293,Course,2
293,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
293,Executive Education,4
293,Supply Chain DesignMITx,5
293,Course,6
293,Data Structures & Algorithms IVGTx,7
293,Course,8
293,Exercising Leadership: Foundational PrinciplesHarvardX,9
293,Course,10
293,Learn Software Engineering,11
293,Learn Blockchain,12
293,Learn Computer Programming,13
293,Learn Architecture,14
293,Learn Project Management,15
293,Learn Business Administration,16
293,Become a Cybersecurity Analyst,17
293,Become a Data Scientist,18
293,Become a Social Media Manager,19
293,Become a Software Developer,20
294,Mapping reads,1
294,Quality assessment of Next Generation Data,2
294,Analyzing RNA-seq data,3
294,Analyzing DNA methylation data,4
294,Analyzing ChIP Seq data,5
295,CS50's Introduction to Computer ScienceHarvardX,1
295,Course,2
295,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
295,Executive Education,4
295,Supply Chain DesignMITx,5
295,Course,6
295,Data Structures & Algorithms IVGTx,7
295,Course,8
295,Exercising Leadership: Foundational PrinciplesHarvardX,9
295,Course,10
295,StanfordOnline: R Programming Fundamentals,11
295,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
295,Show off your hard work and dedicationYou’re learning fromStanfordOnline! That’s a big deal. Let others know about your achievements.,13
295,Basic familiarity with computers and productivity software,14
295,"Helpful but not required: experience/background in statistics, a scientific or engineering discipline",15
295,Unlimited Access,16
295,World class institutions,17
295,Graded assessments,18
295,Earn a certificate,19
295,Access Expires Jul 1,20
296,"Import data sets, clean and prepare data for analysis, summarize data, and build data pipelines",1
296,"Use Pandas, DataFrames, Numpy multidimensional arrays, and SciPy libraries to work with various datasets",2
296,"Load, manipulate, analyze, and visualize dataset",3
296,Build machine-learning models and make predictions with scikit-learn,4
297,The role of operations in launching a start-up,1
297,The potential operational risks associated with launching a start-up,2
297,How to successfully launcha startup,3
300,Use ArcGIS Pro software efficiently,1
300,"Explore, create and analyze geospatial data in ArcGIS Pro software",2
300,Create and share new GIS data,3
300,"Use ArcGIS geoprocessing tools for data preparation, building workflows and spatial analysis",4
300,"Create informative visualizations in the form of maps, graphs and charts",5
300,"Perform spatial analyses on points, lines, and polygons data to gain deeper insight into data, patterns and relationships",6
301,"Apply technical analysis as an important component of security analysis, especially when combined with fundamental analysis",1
301,Understand how chart patterns reflect the principles of behavioral finance,2
301,Apply specific technical strategies to the investment selection process,3
301,Develop trading strategies based on technical theories,4
301,Evaluate indicators and patterns based on quantitative analysis,5
302,Learn Software Engineering,1
302,Learn Blockchain,2
302,Learn Computer Programming,3
302,Learn Architecture,4
302,Learn Project Management,5
302,Learn Business Administration,6
302,Become a Cybersecurity Analyst,7
302,Become a Data Scientist,8
302,Become a Social Media Manager,9
302,Become a Software Developer,10
302,Become a Software Engineer,11
302,Bachelor's in Business,12
302,Bachelor's in Computer Science / Data Science,13
302,Bachelor's in Health and Nursing,14
302,Bachelor's in Accounting,15
304,Build sound and logical arguments using the best evidence available,1
304,Communicate effectively in a business setting,2
304,Understand how to communicate with diverse audiences,3
304,Create a variety of effective and clearly written supporting business documents to better communicate,4
305,Effectively design value propositions that directly align with your target customers’ interests;,1
305,Assemble and lead an well-comprised team to produce results that create value for your customers;,2
305,Pursue big ideas that really matter to customers; and,3
305,Craft a financial model that minimizes risks and maximizing your success.,4
310,CS50's Introduction to Computer ScienceHarvardX,1
310,Course,2
310,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
310,Executive Education,4
310,Supply Chain DesignMITx,5
310,Course,6
310,Data Structures & Algorithms IVGTx,7
310,Course,8
310,Exercising Leadership: Foundational PrinciplesHarvardX,9
310,Course,10
310,Learn Software Engineering,11
310,Learn Blockchain,12
310,Learn Computer Programming,13
310,Learn Architecture,14
310,Learn Project Management,15
310,Learn Business Administration,16
310,Become a Cybersecurity Analyst,17
310,Become a Data Scientist,18
310,Become a Social Media Manager,19
310,Become a Software Developer,20
313,How platform business models and AI technologies complement each other.,1
313,The characteristics of leaders that embrace AI powered platform business models.,2
313,Where to look for data and what data is valuable to your business and AI.,3
313,How you can get started and the 5 steps for success – which we call PIVOT.,4
313,How your organization and team can catch-up with today’s leaders.,5
313,The economics of these new technologies and business models.,6
313,The 7 attributes of AI led organizations.,7
314,"Medical and non-medical use of opioids, including heroin and fentanyl",1
314,How to manage pain with and without opioids,2
314,The risks and neurological pathways to opioid addiction,3
314,"That addiction is a disease of the brain, not a lack of will",4
314,The multiple ways people can become addicted to opioids,5
314,The individual and social impacts of opioid addiction,6
314,The latest harm reduction approaches for law enforcement and public health officials,7
314,Empathic evidence-based behavioral approaches and medications that health care professionals can offer those struggling with opioid addiction,8
316,Terminology and concepts related to the AWS platform,1
316,How to navigate the AWS Management Console,2
316,Key concepts of AWS security measures and AWS Identity and Access Management (IAM),3
316,"Several AWS compute services including Amazon EC2, Amazon Lambda, Amazon ECS and Amazon EKS",4
316,"AWS storage and database offerings such as Amazon RDS, Amazon Dynamo DB and Amazon S3",5
316,Further insights into AWS' networking capabilities,6
316,The monitoring capabilities of Amazon CloudWatch,7
317,"Use variables, data types, and operators to store and manipulate small pieces of data",1
317,Automate decision making using selection statements so the program result differs based on data,2
317,Repeat sections of your program using the appropriate loop type,3
317,Store and manipulate lists of data,4
319,Learn responsible conduct of research.,1
319,"Collect, analyze, and interpret behavioral data from mouse videos.",2
319,Establish a foundation in using behavioral tests in laboratory mice.,3
319,Understand obsessive-compulsive disorder in humans and compulsions in animals.,4
319,Understand the role of animal models in studying human psychiatry.,5
320,abnormal psychology,1
320,Different categories of psychological disorders,2
320,Criteria used to diagnose various disorders,3
320,Factors that contribute to the development of psychological disorders,4
320,Characteristic symptoms and behaviors associated with different disorders,5
320,Psychological assessment techniques,6
320,"Clinical psychologist:Provide therapy and counseling to individuals with psychological disorders, helping them manage symptoms, develop coping strategies, and improve their overall mental health.",7
320,"Counselor:Offer counseling services to individuals, couples, or families facing mental health challenges, relationship issues, or life transitions.",8
320,"Psychiatrist:As a medical doctor, diagnose and treat psychological disorders by prescribing medications and offering therapeutic interventions.",9
320,"Licensed clinical social worker:Provide therapy, case management, and support services to individuals and families dealing with mental health concerns.",10
320,"NewExecutive EducationExpert-led, fully supported courses that build career-critical skills",11
320,NewMaster's DegreesOnline degree programs from top universities,12
320,NewBachelor's DegreesBegin or complete a degree; fully online,13
325,How to manage multiple worksheets and workbooks.,1
325,Analyzing data with datasets and tables.,2
325,How to manage data analysis using Pivot Tables and Pivot Charts.,3
325,Implementing What-If Analysis and Decision-Making Tools.,4
325,"Using Date, Logical, Statistical and Financial Functions.",5
326,Knowledge about living heritage and the 2003 Convention for the Safeguarding of the Intangible Cultural Heritage;,1
326,The role of communities in keeping their heritage alive;,2
326,"The relationship between intangible cultural heritage safeguarding and relevant development areas such as gender equality, cultural diversity and creativity, education, health, income generation and natural disasters and peacebuilding;",3
326,The interdependence between the safeguarding of living heritage and sustainable development;,4
326,Communities’ experiences of safeguarding their living heritage for sustainable development in diverse cultural contexts.,5
331,Financial statement analysis,1
331,Cost management,2
331,Financial Management,3
332,"Advance your front-end development career with interactive web applications using JavaScript technologies such as React, JSX, and ES6.",1
332,Build dynamic client-side applications quickly and easily with reusable React components.,2
332,"Make your components flexible and scalable with features including props, states, hooks, forms, and Redux.",3
332,Demonstrate your React aptitude by building several front-end applications such as a shopping cart.,4
337,"Describe the benefits and challenges of implementing AI in organizations, in terms of context, organizational background, problems, research approach and results.",1
337,"Identify the conditions and requirements for the implementation of AI in terms of improvement strategies for organizations in industry, academia and education.",2
337,Understand the implementation aspects of AI and their significance for your own organization.,3
337,Write a plan for the application of AI in your own organization,4
338,Working with instances of objects in Python.,1
338,Creating new data structures using object-oriented programming.,2
338,Using objects with earlier control and data structures.,3
338,"Writing common search algorithms, like linear and binary search.",4
338,"Writing common sorting algorithms, like bubble sort, insertion sort, and merge sort.",5
338,Evaluating the computational complexity of algorithms using Big O notation.,6
342,"How energy markets operate, including regulation and market organization;",1
342,To identify different market models and understand what affects the operation of the electricity sector;,2
342,Why policy makers need to incentivize investment and how it can be done;,3
342,How the electricity network operates and how network tariffs are determined.,4
343,Overview and theory of intellectual property law,1
343,How patent law works,2
343,Some policy implications of intellectual property,3
344,Apply and explain accruals and accruals accounting,1
344,Model and explain financial sensitivities,2
344,"Appreciate the role of markets, and our place in them",3
344,Understand and apply sustainable finance,4
344,Integrate your learning and identify your next steps,5
345,"The major areas in FinTech, including Money and Payment, Digital Finance and Alternative Finance",1
345,"Major technological trends, including cryptocurrencies, Blockchain, AI and Big Data",2
345,FinTech Regulation and RegTech,3
345,The fundamental role of Data and Security in data-driven finance,4
345,Businessand regulatory implications of technology for the financial industry,5
345,How regulations and RegTech are applied,6
345,Ways to analyse and evaluate what is driving technology innovation in Finance,7
345,"How new technology impacts economies, markets, companies,and individuals",8
347,main theories regarding individual behaviour,1
347,personality development and stability,2
347,theories and methods in the study of personality,3
348,"An overview of governance, land management, utilities, and other entities that make up urban systems",1
348,"Understanding how poverty, health, economic opportunity, and other people-focused issues impact urban systems and development",2
348,"How technology is shaping transportation, energy, urban resilience, and more",3
348,Case studies of major cities in the Global North and South,4
349,"The physics, biology, chemistry, and the geology of the ocean",1
349,Howhuman interactions with the ocean impact its resilience,2
349,"Rules and regulations governing ocean use, and related economics of ocean ecosystems",3
349,"Sustainable solution options for natural resource use, habitat protection, fisheries and coastal systems",4
350,Describe how working in a DevOps environment requires a different set of behaviors.,1
350,"List the DevOps culture’s benefits, and the associated skills, technology, tools, processes, methodologies, and metrics.",2
350,"Explain how to build a culture of shared responsibility, transparency, and embracing failure using DevOps methodology and principles.",3
