id,institution_id,category_id,title,slug,type,description,price,thumbnail_url,is_published,created_at,updated_at
167,47,1,Generate Smarter Generative AI Outputs,generate-smarter-generative-ai-outputs,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/cf4e8c72-c103-4681-98c6-0a99fb97566e-882cfd00e8b2.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
168,87,1,Software Developer,software-developer,professional_certificate,5 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/c1f58885-7c3d-4bbb-bd8b-117f71307269-f99adf829369.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
169,34,1,Solar Energy Engineering,solar-energy-engineering,micromasters,8 courses - 13 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/dcc32ee4-f30e-4818-99b6-f984b1821998-c71dd7bc6936.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
170,96,1,Data Engineering Foundations,data-engineering-foundations,professional_certificate,8 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6c5c1d85-4751-4db7-8c3e-6a378f9fdf02-639902c681f9.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
171,130,1,Statistics Fundamentals,statistics-fundamentals,microbachelors,5 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6a6771b2-cb03-4c50-85c7-442c80d41a69-8046976f723e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
172,125,1,Probability/Random Variables,probabilityrandom-variables,professional_certificate,2 courses - 7 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8b926013-4b68-482a-bf92-a0628fb344f1-8f0cd49296ea.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
173,1,1,Artificial Intelligence & Machine Learning in Healthcare,artificial-intelligence-machine-learning-in-healthcare,micromasters,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/3037aeb0-31df-42b4-b88b-f09557e1eeef-59702571d4bd.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
174,11,1,AI and Data Analytics for Business Leaders,ai-and-data-analytics-for-business-leaders,professional_certificate,2 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/0ce916b6-ca09-4bc9-9d7f-6db0b2d9af97-789b728c014e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
175,70,1,The New Manager’s Toolkit,the-new-managers-toolkit,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7f009fa2-eeb7-4ffa-9278-50f6078aa275-fe7021c875fd.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
176,4,1,Cloud Solutions Architecture,cloud-solutions-architecture,professional_certificate,4 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b3c213d4-1aa3-47de-9d7b-a19a2e2569b4-fd13de147cec.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
177,136,1,Program Management and the Art of Communication,program-management-and-the-art-of-communication,professional_certificate,5 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/34ef7602-5303-401d-b77e-c94efd0097f6-9bae8744537c.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
178,55,1,Applied Data Science with R,applied-data-science-with-r,professional_certificate,5 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/947b7a51-f964-47a5-a43a-8a50d546d8ed-469fa0ece3fd.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
179,5,1,Research Methods in Psychology,research-methods-in-psychology,professional_certificate,3 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/16c1a410-28b1-484c-8039-26754d9f1452-a22fb359c028.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
180,129,1,"Open Source Software Development, Linux and Git",open-source-software-development-linux-and-git,professional_certificate,3 courses - 11 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/fcd235b9-c286-406b-8edc-87a7d16fc45a-fcc552d0ba09.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
181,34,1,Sustainable Resource Management,sustainable-resource-management,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/fcaa28ad-efda-4129-affc-78dc40818691-01f4de5be56f.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
182,158,1,Behavioral Neuroscience Research,behavioral-neuroscience-research,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/fba45ca5-a685-492b-8400-1bf8cc99ea27-8b6cf9f43616.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
183,75,1,Introduction to Interior Design,introduction-to-interior-design,professional_certificate,2 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/31a7b245-6e9c-4d37-837f-281ad5708f1b-dfe10f13a310.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
184,34,1,AI in Practice,ai-in-practice,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6af4931a-596a-43e5-8105-52a6c1ea3d62-864968d836d6.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
185,122,1,Making a Difference,making-a-difference,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/149ce8de-48c4-4a33-9860-9f0f63cbfd4d-801c785ee137.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
186,126,1,International Hospitality Management,international-hospitality-management,micromasters,4 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/281102cf-2546-4a25-8c04-985cb48c87cc-4d1cb28b20a1.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
187,167,1,Quantum Computing for Everyone,quantum-computing-for-everyone,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6779701d-5679-4add-b8c2-e7ce5b6ca409-8997dec2ea45.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
188,73,1,"European Studies: History & Culture, Law and EU Governance",european-studies-history-culture-law-and-eu-governance,professional_certificate,3 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/ce8cd8bd-b43e-426c-aa63-3028644278d4-cce475af7a06.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
189,108,1,Master’s Pathway in Foundations of Sustainable Development,masters-pathway-in-foundations-of-sustainable-development,professional_certificate,3 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/f88807ac-9e0a-40a7-9dec-073867133997-e237f1e7479b.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
190,63,1,Results-Based Project Management,resultsbased-project-management,professional_certificate,3 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/0968951c-760e-4b0c-9195-d8ec885c1d54-e03092da2bf5.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
191,6,1,Getting Started with Social Media Marketing,getting-started-with-social-media-marketing,professional_certificate,4 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e450895f-6181-447a-a688-288ec65a1ae0-92a88fbe926a.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
192,47,1,Advanced: Generative AI for Developers,advanced-generative-ai-for-developers,professional_certificate,9 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/07229749-45e1-4b0a-9f40-a30cb516cff5-4f83c009b898.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
193,96,1,Generative AI Fundamentals,generative-ai-fundamentals,professional_certificate,6 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/09753804-3758-4865-b6df-9aa38ec31482-0f6c9e9e149c.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
194,53,1,UX Design and Evaluation,ux-design-and-evaluation,micromasters,7 courses - 10 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/20995679-7b87-478f-aa9a-a7725303d884-f5cdcfb28714.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
195,34,1,Electric Cars,electric-cars,professional_certificate,4 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e49c364a-07b4-40e9-ade7-99101c481ca3-012a22d39d19.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
196,34,1,Buildings as Sustainable Energy Systems,buildings-as-sustainable-energy-systems,professional_certificate,4 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/87b38a0d-be75-44b2-a76c-b172c58a116c-7c0b7395e6fc.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
197,1,1,MathTrackX,mathtrackx,professional_certificate,6 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6fe2404d-1a01-4c51-bff9-f350a7f5d219-0ad6616e4174.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
198,11,1,Fundamentals of Financial Analysis,fundamentals-of-financial-analysis,professional_certificate,2 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/768e612e-184e-4549-b6b8-888bcf2cdada-282b3c1ede23.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
199,31,1,Drug Discovery and Lead Optimization,drug-discovery-and-lead-optimization,professional_certificate,6 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/aee4659c-e522-49c6-bca8-c4125c058304-bd280728649a.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
200,34,1,Sustainable Engineering Design,sustainable-engineering-design,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/9c9e072f-7dfb-45dc-987e-87c38c87b7e3-77df179849b0.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
201,34,1,Sustainable Packaging,sustainable-packaging,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/163d7b1a-6b20-4ac5-8695-c1e04119a95e-6f1f184ef867.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
202,134,1,FinTech,fintech,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/317e9c1e-4b7c-472c-8aa0-1716625ad28c-340cfa9fa180.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
203,22,1,Python Programming: A Hands-on Introduction,python-programming-a-handson-introduction,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/772f2b55-31aa-4621-a0d5-10d770898de1-464a6c9d1a95.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
204,80,1,Business Mandarin Essentials,business-mandarin-essentials,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7c6f69d5-f8d7-419b-bd6d-b367321e13d0-d6f5a3dddfde.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
205,60,1,Digital Marketing,digital-marketing,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/af2c7f64-4415-4524-a48e-49b2402cee31-99d873b7c140.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
206,60,1,Customer Relationship Management for Marketers,customer-relationship-management-for-marketers,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/",1,2026-05-15 09:00:00,2026-05-15 09:00:00
207,55,1,Generative AI for Business Leaders and Executives,generative-ai-for-business-leaders-and-executives,professional_certificate,3 courses - 3 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/02512f40-9b54-4173-8a95-870a49aaf8b0-58423f144e95.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
208,151,1,Gestión de Proyectos: Matriz de Marco Lógico y Herramientas,gestin-de-proyectos-matriz-de-marco-lgico-y-herramientas,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/5ceec171-0b28-4764-bd09-9ad80b117529-d151ca0ea3e3.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
209,13,1,Music Business: Industry Essentials,music-business-industry-essentials,professional_certificate,4 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/9af8b032-9f8c-4280-b443-7b63e6aa03d8-77aa02776445.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
210,31,1,Mastering AI Leadership: Advanced Certificate in Prompt Engineering and Professional Ethics,mastering-ai-leadership-advanced-certificate-in-prompt-engineering-and-professional-ethics,professional_certificate,2 courses - 6 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e59cb194-02bb-46e4-82ff-75bb474700f7-d7aeb1ae2477.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
211,154,1,Power Bi para los negocios,power-bi-para-los-negocios,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7ffc4598-f2de-4089-a317-2eb13ca7679c-45d00de99ca6.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
212,24,1,Essential Math for AI Programming & Data Structures,essential-math-for-ai-programming-data-structures,professional_certificate,2 courses - 7 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/d6b4cf30-3119-41c8-8625-d169a892e9a0-2546d36bab14.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
213,54,1,إدارة الرياضات الإلكترونية وتطوير الألعاب,-,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/9082e87c-2121-4a83-92ee-fac8212cbe63-abd87dbb2e0c.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
214,34,1,Building Robots: from Mechatronic Components to Robotics,building-robots-from-mechatronic-components-to-robotics,professional_certificate,4 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/c52e0c28-ab12-466d-9ddb-eb95b98db196-089e3ebe88a5.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
215,176,1,"The Psychology of Child Development, Personality, and Intelligence",the-psychology-of-child-development-personality-and-intelligence,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/2f7386cf-4161-4cce-b1f8-a9938900d0ee-90279aeffd79.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
216,72,1,Security Threats and Challenges,security-threats-and-challenges,professional_certificate,4 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b7f0569c-4a24-446e-a0b4-b4b39a5e127f-c6aa8c868bbd.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
217,34,1,Intelligent and Integrated Energy Systems,intelligent-and-integrated-energy-systems,professional_certificate,4 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/30b283f0-96f2-4fa3-819c-83b99072082f-498f8333a069.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
218,132,1,Algorithms and Data Structures,algorithms-and-data-structures,micromasters,8 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/12459d7c-46c3-4552-8e58-a0a4e9a3b80d-eae33f6cf081.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
219,34,1,Solar Energy,solar-energy,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7ba0c5ec-457c-4df6-b730-cbbf579eaf68-5d97150753a9.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
220,53,1,Gérer son personnel de façon efficace,grer-son-personnel-de-faon-efficace,professional_certificate,4 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/32eb2c1d-b59c-42f8-8801-0fe5ae4eb09d-3bced96e56e9.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
221,165,1,Organizational Psychology,organizational-psychology,micromasters,5 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/ea8647cc-1836-46f5-9028-e8329664b75e-90cc32db93a6.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
222,60,1,Leadership Transformation,leadership-transformation,micromasters,4 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/5c3a2a90-5b27-41b2-9f86-286b89a4119e-c068a07807ec.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
223,45,1,Foundations of Quantum Sensing,foundations-of-quantum-sensing,professional_certificate,2 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e6f230ec-bafa-47d8-8a9a-9725dc772f02-81ac0e341c5c.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
224,88,1,Introduction to Trading with Technical Analysis,introduction-to-trading-with-technical-analysis,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/d46561e3-6598-4543-8e26-de0c51e657ac-3294608996b2.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
225,125,1,Human-Computer Interaction,humancomputer-interaction,professional_certificate,4 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/d11f12b5-6373-4a27-8057-139e85a08bdd-e57a2f67508e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
226,179,1,Animal Behaviour in Science and Conservation,animal-behaviour-in-science-and-conservation,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/5e512a84-def6-439b-922f-4204928dd7fe-e6c78d53b9bc.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
227,104,1,Data Analysis for Decision-Making,data-analysis-for-decisionmaking,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/18ff3b25-81ca-4324-b3da-425277a9ee02-bdfbb53cac23.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
228,120,1,"Habilidades cuantitativas esenciales en finanzas, negocios y ciencia de datos",habilidades-cuantitativas-esenciales-en-finanzas-negocios-y-ciencia-de-datos,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8d6cc219-5806-4c11-b010-c3cc14a6181c-38a5532fc491.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
229,161,1,Entrepreneurship For All: The Startup Guide by Silicon Valley Insiders,entrepreneurship-for-all-the-startup-guide-by-silicon-valley-insiders,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b83d59f8-a5ec-41f0-aa6d-06182061edab-ed4c94787fd8.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
230,83,1,Engineering Design and Simulation,engineering-design-and-simulation,professional_certificate,4 courses - 4 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e4331d84-3c12-46d0-8c43-b20f838f4d36-1f08188cc2bc.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
231,34,1,Sustainable Design of Electronics,sustainable-design-of-electronics,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/de64917e-e1ed-41ae-8525-940e18e5fc06-4445349a9224.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
232,108,1,Foundations of Sustainable Development,foundations-of-sustainable-development,professional_certificate,2 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6395146a-3ec3-4e9d-9197-04b457bd1c42-87e28ac98819.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
233,34,1,The Economics of Energy Transition,the-economics-of-energy-transition,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/239ef24a-0d32-4244-b575-580cc0d3093e-77b1eb8c061a.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
234,55,1,People and Power Skills,people-and-power-skills,professional_certificate,6 courses - 6 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/eaa4f8db-d9d4-4128-830e-99632eacb202-a33fe5502589.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
235,108,1,Sustainable Mining and Resource Management,sustainable-mining-and-resource-management,professional_certificate,3 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/61580adf-0277-4b56-8590-3f92dca70824-6bb75ad1e795.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
236,154,1,Excel para los negocios nivel avanzado,excel-para-los-negocios-nivel-avanzado,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/742551de-f336-4212-ba06-338635d868fc-ce1a645646a6.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
237,47,1,Gemini for Google Workspace,gemini-for-google-workspace,professional_certificate,8 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/f65273d8-4631-41d5-876e-0df58cc5c697-ed2d802e0403.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
238,1,1,Generative AI for Product Managers,generative-ai-for-product-managers,professional_certificate,3 courses - 3 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/68b9eacc-952b-4b37-bad1-c997ffe9578d-cf9001dbf4da.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
239,88,1,Introduction to Finance & Entrepreneurship,introduction-to-finance-entrepreneurship,professional_certificate,4 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/d259d9cd-d805-410c-8d6e-f642c1c1bef0-ad568d8eb18d.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
240,55,1,Machine Learning,machine-learning,professional_certificate,6 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7a54a75d-1fd6-4464-ba7c-7d5b92b91fda-a66cf678aa5e.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
241,99,1,Quantum Technology: Computing and Sensing,quantum-technology-computing-and-sensing,micromasters,4 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/0ce5e1b0-0695-4647-9bab-7272addebaea-8eb9a382d3d2.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
242,136,1,Transforming Your Company’s Data Analytics: Championing the Digital Enterprise,transforming-your-companys-data-analytics-championing-the-digital-enterprise,professional_certificate,4 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/35fce70d-33b0-4708-bba8-5f303ef4de18-00aa5cb17a5e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
243,129,1,Secure Software Development Fundamentals,secure-software-development-fundamentals,professional_certificate,3 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b4a39986-e5b2-418d-9c07-9e42cc88a611-03dc0da3e6a4.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
