course_id,title,org,course_url,start,end,pacing,language,effort,short_desc,overview,total_bab,total_sub_bab,total_unit,total_video,total_problem,total_html,curriculum_json,syllabus_fallback
ccx-v1:MITx+8.MechCx_2+2T2015+ccx@16,8.MechCx_CCX,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+2T2015+ccx@16,2016-09-13T16:38:50Z,,instructor,,6-8 hours/week,Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+MITTEST+2015_T1+ccx@1,Peter's 1st CCX on edx.org,MITx,https://www.edx.org/course/ccx-v1:MITx+MITTEST+2015_T1+ccx@1,2015-09-28T11:25:32Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
ccx-v1:RWTHx+VC101x+3T2017a+ccx@29,CCX Test,RWTHx,https://www.edx.org/course/ccx-v1:RWTHx+VC101x+3T2017a+ccx@29,2017-10-14T07:12:29Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:AA+AA101+2015_T1,AA TEST,AA,https://www.edx.org/course/course-v1:AA+AA101+2015_T1,2030-05-31T00:00:00Z,2031-05-31T00:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
course-v1:ACCA+12+12,testing_bulk_delete_stage,ACCA,https://www.edx.org/course/course-v1:ACCA+12+12,2023-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+123+123,Unenrolled_course,ACCA,https://www.edx.org/course/course-v1:ACCA+123+123,2021-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+1234+1234,testing_bulk_delete_stage_2,ACCA,https://www.edx.org/course/course-v1:ACCA+1234+1234,2023-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+12345+12345,testing_bulk_delete_stage_3,ACCA,https://www.edx.org/course/course-v1:ACCA+12345+12345,2023-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+ACCAtest1x+3T2020,Krutika's Test Course,ACCA,https://www.edx.org/course/course-v1:ACCA+ACCAtest1x+3T2020,2030-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS001+2T2021,Manage the Cyber Threat for Finance Professionals,ACCA,https://www.edx.org/course/course-v1:ACCA+CS001+2T2021,2021-07-27T16:00:00Z,2022-07-29T16:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS001+2T2022,Manage the cyber threat for finance professionals,ACCA,https://www.edx.org/course/course-v1:ACCA+CS001+2T2022,2022-07-31T23:00:00Z,2023-07-31T22:59:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS001+2T2023a,Manage the cyber threat for finance professionals,ACCA,https://www.edx.org/course/course-v1:ACCA+CS001+2T2023a,2023-08-01T11:00:00Z,2024-07-31T11:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS001+3T2024,Manage the cyber threat for finance professionals,ACCA,https://www.edx.org/course/course-v1:ACCA+CS001+3T2024,2024-10-10T11:00:00Z,2025-08-01T11:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS101+20250908,CS,ACCA,https://www.edx.org/course/course-v1:ACCA+CS101+20250908,2030-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+CS_101+2025_06_27,demo_course,ACCA,https://www.edx.org/course/course-v1:ACCA+CS_101+2025_06_27,2030-01-01T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+1T2016,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+1T2016,2016-01-04T10:00:00Z,2017-03-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+1T2017,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+1T2017,2017-01-09T05:00:00Z,2017-03-26T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+2T2015,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+2T2015,2015-07-28T09:00:00Z,2016-10-12T09:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+2T2016,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+2T2016,2016-04-01T10:00:00Z,2017-06-10T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+2T2017,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+2T2017,2017-03-31T09:00:00Z,2017-06-11T09:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+3T2016,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+3T2016,2016-07-01T08:30:00Z,2016-09-19T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+3T2017,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+3T2017,2017-06-30T09:00:00Z,2017-09-17T23:30:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+4T2015,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+4T2015,2015-10-12T09:00:00Z,2016-12-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1-MA1.X+4T2016,Introduction to Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1-MA1.X+4T2016,2016-09-30T09:00:00Z,2016-12-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+1SEPSP2019,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+1SEPSP2019,2019-09-20T10:00:00Z,2020-10-31T10:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+1SP2017,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+1SP2017,2017-08-07T00:00:00Z,2019-09-20T10:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+1T2020,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+1T2020,2020-08-31T08:00:00Z,2021-08-27T16:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+1T2021,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+1T2021,2021-08-31T16:00:00Z,2022-08-26T16:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.x+2019DL,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.x+2019DL,2017-08-07T10:00:00Z,2019-09-24T10:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+FA11T2022,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+FA11T2022,2022-08-29T08:00:00Z,2023-08-25T15:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+FA11T2023,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+FA11T2023,2023-08-28T08:00:00Z,2024-08-26T15:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+FA11T2024,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+FA11T2024,2024-08-26T08:00:00Z,2025-08-29T15:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA1.X+FA11T2025,Introduction to Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA1.X+FA11T2025,2025-08-25T08:00:00Z,2026-08-28T15:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+1T2016,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+1T2016,2016-01-11T09:00:00Z,2017-03-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+1T2017,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+1T2017,2017-01-09T05:00:00Z,2017-03-26T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+2T2015,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+2T2015,2015-07-28T09:00:00Z,2016-10-12T09:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+2T2016,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+2T2016,2016-04-01T10:00:00Z,2017-06-10T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+2T2017,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+2T2017,2017-03-31T09:00:00Z,2017-06-11T09:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+3T2016,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+3T2016,2016-07-01T08:30:00Z,2016-09-19T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+3T2017,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+3T2017,2017-06-30T09:00:00Z,2017-09-17T23:30:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+4T2015,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+4T2015,2015-10-12T09:00:00Z,2016-12-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2-MA2.X+4T2016,Intermediate Financial and Management Accounting,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2-MA2.X+4T2016,2016-09-30T09:00:00Z,2016-12-18T10:00:00Z,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2.X+1SEPSP2019,Intermediate Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2.X+1SEPSP2019,2019-09-20T10:00:00Z,2020-10-31T10:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
course-v1:ACCA+FA2.X+1SP2017,Intermediate Bookkeeping,ACCA,https://www.edx.org/course/course-v1:ACCA+FA2.X+1SP2017,2017-08-07T00:00:00Z,2019-09-21T10:00:00Z,self,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Application",0,0,0,0,0,0,[],
